User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
946,Norah Ryan,61,73,1958,10,Female,7561 Valley Avenue,,Greensboro,NC,27407,36.07,-79.82,19453.00,39661.00,74740.00,850,4
947,Aden Rodriguez,20,64,1999,6,Male,8460 Oak Lane,,Portland,ME,4103,43.66,-70.25,23785.00,48495.00,97630.00,773,3
948,Blakely Roman,67,65,1952,3,Female,816 El Camino Drive,,Paradise,CA,95967,39.74,-121.6,15436.00,19199.00,15091.00,715,3
949,Lawson Howard,75,68,1944,7,Male,1222 First Drive,,Rochester,MN,55903,44.01,-92.47,23553.00,40696.00,15691.00,801,6
950,Liberty Rivera,31,72,1988,7,Female,95410 Pine Boulevard,,Arlington,VA,22203,38.87,-77.1,47408.00,96661.00,73401.00,721,2
951,Caylee Schmidt,55,64,1964,11,Female,4329 El Camino Boulevard,,Newland,NC,28657,36.08,-81.92,13018.00,26546.00,32087.00,686,5
952,Kathryn Morales,34,67,1985,10,Female,316 Valley Stream Avenue,,North Fork,CA,93643,37.23,-119.49,16643.00,33934.00,42945.00,622,3
953,Alyssa Cox,50,71,1969,9,Female,64 Mill Street,,Franklin,WI,53132,42.88,-88,29924.00,61008.00,0.00,781,4
954,Luis Allen,33,64,1986,11,Male,27934 11th Street,,Fort Lauderdale,FL,33312,26.14,-80.13,20995.00,42808.00,117011.00,758,1
955,Nickolas Lopez,21,67,1999,2,Male,92196 Tenth Drive,,Leesburg,VA,20176,39.1,-77.55,44196.00,90104.00,85204.00,787,2
956,Naya Gonzalez,55,64,1964,12,Female,292 Tenth Street,,Sacramento,CA,95820,38.53,-121.44,17435.00,35553.00,76077.00,623,1
957,Kaison Turner,26,67,1994,2,Male,225 Ocean View Avenue,,Richmond,VA,23235,37.55,-77.46,26269.00,53554.00,119852.00,689,2
958,Aaden Campbell,33,69,1986,3,Male,858 Plum Avenue,,Scarborough,ME,4074,43.59,-70.33,29237.00,59613.00,36199.00,763,4
959,Briar Reed,91,70,1928,9,Female,984 Little Creek Lane,501,Flushing,NY,11355,40.77,-73.84,13810.00,17150.00,375.00,807,6
960,Stephen Hill,67,65,1952,11,Male,391 Martin Luther King Boulevard,,San Leandro,CA,94577,37.71,-122.16,24971.00,30962.00,15336.00,743,5
961,Marley Russell,59,62,1960,6,Male,485 Birch Boulevard,2,Napoleon,OH,43545,41.39,-84.12,18600.00,37927.00,79299.00,712,1
962,Khaleesi Green,33,66,1986,11,Female,776 Bayview Avenue,95,Commack,NY,11725,40.84,-73.28,34188.00,69706.00,97070.00,785,2
963,Avianna Taylor,18,57,2001,8,Female,8026 East Drive,,Katy,TX,77449,29.79,-95.82,21214.00,43253.00,56323.00,718,1
964,Giovanni Hughes,18,68,2002,2,Male,188 Ninth Boulevard,,Farmington,MO,63640,37.78,-90.42,17707.00,36101.00,46425.00,778,2
965,Evangeline Richardson,53,66,1966,11,Female,864 Jefferson Drive,,Duson,LA,70529,30.23,-92.19,19798.00,40363.00,111112.00,711,4
966,Warren Phillips,83,59,1936,11,Male,7994 Maple Lane,,East Hampton,NY,11937,40.95,-72.19,37846.00,80493.00,2027.00,610,5
967,Hailee Ajami,78,57,1941,11,Female,939 Mill Street,,Chino,CA,91710,33.98,-117.65,22682.00,39263.00,24246.00,645,4
968,Ari Johnson,67,67,1952,4,Female,7927 Plum Lane,,Allen,TX,75002,33.1,-96.66,32580.00,78329.00,40161.00,720,3
969,Baylor Roberts,42,66,1977,5,Male,260 Spruce Avenue,,San Antonio,TX,78221,29.45,-98.5,12547.00,25585.00,59827.00,702,4
970,Jaxen Powell,62,70,1957,8,Male,3776 Bayview Lane,,Garner,NC,27529,35.69,-78.62,22685.00,46256.00,106753.00,650,3
971,Jadiel Thomas,28,65,1991,3,Male,231 Littlewood Avenue,,Lynden,WA,98264,48.95,-122.43,19301.00,39354.00,26700.00,685,2
972,Gordon Collins,35,66,1984,8,Male,33 Second Boulevard,,Plano,TX,75023,33.04,-96.74,29793.00,60746.00,88165.00,706,4
973,Kynlee Martinez,51,68,1968,11,Female,375 Hillside Drive,,Round Rock,TX,78665,30.54,-97.64,30358.00,61901.00,29627.00,726,7
974,Dakota Rivera,26,65,1994,2,Female,4726 Third Street,,Borden,IN,47106,38.46,-85.95,21313.00,43454.00,79295.00,774,2
975,Samuel Perez,43,67,1977,1,Male,2479 Valley Avenue,,Brooklyn,NY,11211,40.64,-73.94,22456.00,45789.00,94014.00,695,4
976,Craig Ajami,56,68,1964,1,Male,2742 El Camino Boulevard,5,Lake View,NY,14085,42.71,-78.93,25916.00,52841.00,36288.00,733,5
977,Amber Flores,23,75,1996,10,Female,5883 Sixth Street,,Lugoff,SC,29078,34.22,-80.68,18494.00,37717.00,60367.00,688,3
978,Alexa Fox,22,63,1997,8,Female,3269 River Street,,Marysville,OH,43040,40.23,-83.37,25313.00,51613.00,62635.00,649,2
979,Avalyn Taylor,42,69,1977,9,Female,6777 First Drive,,Rialto,CA,92376,34.1,-117.38,14632.00,29835.00,46702.00,618,7
980,Lucca James,78,65,1941,7,Male,22 East Avenue,,Novi,MI,48375,42.47,-83.49,34259.00,62103.00,33545.00,509,4
981,Reyna Kelley,51,65,1969,2,Female,733 Maple Drive,4076,Columbia,MO,65201,38.95,-92.32,20966.00,42749.00,53471.00,728,4
982,Gabriella Flores,38,64,1981,7,Female,6022 Mill Street,,Houston,TX,77095,29.76,-95.38,33925.00,69171.00,102537.00,622,1
983,Monserrat Perez,98,60,1921,11,Female,412 Burns Drive,,Ewa Beach,HI,96706,21.31,-158.01,22778.00,42306.00,472.00,725,5
984,Lilly James,29,67,1990,10,Female,645 Tenth Boulevard,,El Cajon,CA,92021,32.84,-116.88,20673.00,42150.00,39663.00,750,3
985,Keyla Moore,23,63,1996,11,Female,994 Second Lane,,Suitland,MD,20746,38.83,-76.92,23340.00,47589.00,114020.00,763,4
986,Douglas Labelle,68,65,1952,2,Male,69 Spruce Avenue,,Hendersonville,NC,28792,35.32,-82.46,13634.00,23993.00,2573.00,714,5
987,Esperanza Campbell,52,65,1967,8,Female,23 Sussex Lane,,Allenton,MI,48002,42.92,-82.88,20942.00,42701.00,53696.00,701,4
988,Karina Parker,41,69,1978,8,Female,6157 Washington Drive,9,Capistrano Beach,CA,92624,33.45,-117.66,27622.00,56320.00,84614.00,792,3
989,Seth Wright,59,68,1960,6,Male,4728 George Drive,,Grand Rapids,MI,49548,42.96,-85.65,15472.00,31550.00,26738.00,710,3
990,Terry Nguyen,56,75,1963,9,Male,1184 Essex Lane,,Highlands,NC,28741,35.05,-83.19,15899.00,32418.00,84507.00,758,4
991,Anderson Jackson,47,65,1972,10,Male,6232 Second Avenue,2,Perris,CA,92571,33.83,-117.2,16109.00,32847.00,3230.00,785,3
992,Emmett Hall,40,65,1980,2,Male,663 Third Drive,1,The Colony,TX,75056,33.09,-96.88,31905.00,65053.00,83571.00,775,2
993,Musa Abe,72,65,1947,6,Male,527 Federal Avenue,533,San Ramon,CA,94583,37.78,-121.99,0.00,2422.00,810.00,632,2
994,Vera Hughes,36,68,1984,2,Female,4350 Valley Boulevard,,Caldwell,OH,43724,39.74,-81.51,15950.00,32522.00,28260.00,769,2
995,Amara Moore,43,66,1976,9,Female,5180 Burns Boulevard,,Griffin,GA,30224,33.24,-84.27,17811.00,36315.00,0.00,824,3
996,Zoie Ward,64,62,1955,7,Female,28 First Lane,,Chambersburg,PA,17202,39.92,-77.71,20943.00,39206.00,9219.00,605,4
997,Rory Ross,27,66,1992,7,Female,8555 Eighth Avenue,,North Tazewell,VA,24630,37.16,-81.5,16501.00,33641.00,40696.00,743,1
998,Valeria Schmidt,56,65,1963,3,Female,900 Littlewood Street,,Barnegat,NJ,8005,39.75,-74.22,20034.00,40848.00,146608.00,706,2
999,Valentina Perez,47,66,1973,2,Female,96 Jefferson Street,,Daytona Beach,FL,32118,29.19,-81.05,16733.00,34112.00,39842.00,725,4
1000,Charley King,26,67,1994,2,Female,682 Martin Luther King Avenue,,Dallas,TX,75230,32.79,-96.76,63159.00,128775.00,232506.00,655,1
1001,Brennan Flores,50,66,1969,10,Male,517 Eighth Drive,440,Huntington,NY,11743,40.87,-73.4,51032.00,104045.00,0.00,734,3
1002,Paulina Hill,58,66,1961,6,Female,385 Jefferson Avenue,9,Hendersonville,TN,37075,36.29,-86.6,25166.00,51316.00,0.00,759,6
1003,Ramona Parker,66,59,1954,1,Female,1105 Second Drive,,Dearborn,MI,48124,42.31,-83.21,24561.00,48690.00,36262.00,701,6
1004,Renee Brooks,18,65,2002,2,Female,1358 Plum Avenue,,Lucinda,PA,16235,41.31,-79.38,17321.00,35311.00,44783.00,684,5
1005,Emmy Gomez,42,63,1977,8,Female,800 Madison Street,,Orlando,FL,32808,28.5,-81.37,13414.00,27354.00,42226.00,799,1
1006,Ainsley Phillips,56,66,1963,4,Female,13 Rose Boulevard,,Pawling,NY,12564,41.56,-73.59,31288.00,63796.00,82173.00,730,3
1007,Marlon Howard,28,65,1991,5,Male,104 First Boulevard,,Apex,NC,27502,35.72,-78.84,32485.00,66237.00,146680.00,785,1
1008,Kai King,58,66,1961,7,Female,427 Essex Lane,,Matthews,NC,28105,35.12,-80.71,27254.00,55569.00,76181.00,698,6
1009,Emmett Morgan,40,65,1979,5,Male,855 Sussex Avenue,,Saint Paul,MN,55116,44.94,-93.1,32972.00,67226.00,128174.00,729,3
1010,Celine Lonsdale,43,50,1976,11,Female,689 Valley Stream Lane,9,Boxford,MA,1921,42.67,-70.98,52066.00,106159.00,144773.00,703,5
1011,Brenna Gonzalez,68,72,1951,8,Female,222 Lafayette Lane,3,Elma,NY,14059,42.83,-78.63,24651.00,50258.00,0.00,686,3
1012,Keyla Russell,44,69,1975,5,Female,4868 Lake Lane,,Huntington Beach,CA,92647,33.72,-118,26966.00,54981.00,121701.00,737,1
1013,Khalil Fernandez,59,70,1960,8,Male,60396 Elm Street,,Naples,FL,34104,26.14,-81.79,17455.00,35590.00,92603.00,720,4
1014,Robert Anwar,41,67,1978,5,Male,469 Pine Street,,Belleville,IL,62221,38.53,-90,24509.00,49967.00,58582.00,712,4
1015,Miranda Carter,30,63,1989,7,Female,4788 Jefferson Boulevard,,Springfield,OR,97478,44.1,-122.8,18446.00,37610.00,64933.00,586,1
1016,Tinley Fu,31,66,1988,11,Female,4947 Sussex Boulevard,,Bensalem,PA,19020,40.1,-74.93,24817.00,50599.00,83732.00,791,2
1017,Michael Anwar,64,67,1955,10,Male,8999 Washington Drive,,Oceanside,NY,11572,40.63,-73.63,32805.00,66885.00,144703.00,698,7
1018,Adrienne Wilson,61,67,1959,1,Female,9473 Mill Street,,Clifton,NJ,7012,40.86,-74.15,31281.00,63781.00,111808.00,654,1
1019,Kehlani Torres,49,65,1970,7,Female,836 Bayview Avenue,,Tulsa,OK,74137,36.12,-95.91,46461.00,94733.00,0.00,707,5
1020,Reese Ryan,49,66,1970,5,Male,4882 Mountain View Lane,,Kansas City,MO,64124,39.09,-94.58,12064.00,24598.00,23019.00,695,4
1021,Corey King,46,66,1974,1,Male,434 Bayview Avenue,91,Cowansville,PA,16218,40.93,-79.59,17870.00,36440.00,30574.00,745,2
1022,Reagan Butler,24,65,1996,1,Male,716 Bayview Avenue,,Hamptonville,NC,27020,36.11,-80.81,15545.00,31693.00,98206.00,719,1
1023,Aylin Lopez,19,65,2000,3,Female,39 Park Lane,,Los Angeles,CA,90022,34.02,-118.15,13485.00,27494.00,26097.00,724,1
1024,Abdullah Xi,65,65,1955,2,Male,1032 Second Lane,,Clifton Springs,NY,14432,42.95,-77.13,19095.00,20614.00,14042.00,711,2
1025,Rylee El-Mafouk,82,65,1938,1,Female,1437 Madison Lane,,Dallas,TX,75238,32.79,-96.76,27814.00,66999.00,3140.00,730,5
1026,Marcel Myers,41,61,1978,4,Male,4693 Elm Lane,682,Crestview,FL,32536,30.75,-86.57,19066.00,38874.00,64474.00,672,3
1027,Julieta Schmidt,25,69,1995,1,Female,834 Elm Avenue,8,Woodland Park,CO,80863,38.99,-105.05,23550.00,48017.00,95549.00,711,1
1028,Josie Fernandez,47,64,1972,8,Female,5647 Burns Boulevard,6,Galliano,LA,70354,29.43,-90.3,21966.00,44789.00,94789.00,638,1
1029,Ellis Gray,35,62,1984,5,Female,96 Ninth Drive,,Atlanta,TX,75551,33.11,-94.16,16746.00,34143.00,49839.00,648,4
1030,Trey Carter,83,65,1936,7,Male,3241 Park Lane,,Albuquerque,NM,87121,35.11,-106.62,15385.00,16611.00,1797.00,696,5
1031,Sage Thompson,36,68,1983,3,Female,620 River Boulevard,,Walla Walla,WA,99362,46.11,-118.3,18880.00,38496.00,64688.00,642,2
1032,Ivan Anderson,78,64,1941,11,Male,5004 Lake Street,,Oklahoma City,OK,73110,35.46,-97.51,16016.00,31046.00,11436.00,706,6
1033,Noe Sanchez,37,71,1982,3,Male,7954 Wessex Boulevard,3,Vienna,VA,22182,38.9,-77.26,60593.00,123540.00,236393.00,764,4
1034,Brooklyn Cook,65,65,1954,5,Female,9052 River Lane,,Alcoa,TN,37701,35.79,-83.97,18273.00,39809.00,0.00,775,4
1035,Eric Lonsdale,64,65,1956,1,Male,25521 First Street,,Dublin,GA,31021,32.53,-82.92,16958.00,34576.00,81087.00,683,1
1036,Estella Price,74,67,1945,7,Female,5064 North Lane,,Woodmere,NY,11598,40.63,-73.72,45685.00,110570.00,5700.00,766,8
1037,Jett Barnes,28,69,1992,1,Male,564 Catherine Lane,,Green Bay,WI,54302,44.52,-87.98,16801.00,34262.00,60506.00,846,2
1038,Maximiliano Carter,40,71,1979,12,Male,9466 Essex Street,,Bessemer,AL,35023,33.43,-86.99,19851.00,40473.00,54899.00,689,4
1039,Juliette Phillips,33,67,1986,4,Female,9761 East Street,,Atlanta,GA,30342,33.88,-84.37,47453.00,96744.00,128122.00,838,5
1040,Miller Powell,48,70,1971,8,Male,884 Tenth Drive,563,Louisville,MS,39339,33.12,-89.05,15316.00,31231.00,40499.00,681,3
1041,Tori Macron,57,65,1962,5,Female,992 Forest Street,,Allen,TX,75002,33.1,-96.66,32580.00,66427.00,103290.00,779,5
1042,Andres Lewis,31,70,1988,11,Male,237 Hill Lane,8,Waco,TX,76707,31.56,-97.18,11512.00,23469.00,22976.00,731,3
1043,Aydin Long,30,69,1989,11,Male,8687 Ninth Drive,5154,Lakewood,NJ,8701,40.09,-74.21,13006.00,26519.00,63979.00,663,3
1044,Martha Bailey,40,64,1979,8,Female,6950 Federal Avenue,,Ashville,AL,35953,33.83,-86.26,17067.00,34799.00,72749.00,793,2
1045,Ryann Schmidt,28,70,1991,12,Female,816 Little Creek Lane,,Astoria,OR,97103,46.12,-123.67,17260.00,35194.00,56006.00,620,1
1046,Marie Gray,28,66,1991,7,Female,7004 Mill Drive,,Zion,IL,60099,42.45,-87.84,19463.00,39679.00,93772.00,758,2
1047,Tomas Ross,67,66,1952,3,Male,1 Burns Lane,,San Jose,CA,95121,37.3,-121.8,25115.00,31287.00,25844.00,728,4
1048,Issac Gomez,26,71,1993,9,Male,381 Sussex Avenue,20,Nolanville,TX,76559,31.07,-97.61,19032.00,38805.00,54466.00,614,2
1049,Barbara Peterson,43,67,1976,4,Female,4 North Street,,Washington,DC,20011,38.89,-77.03,23940.00,48810.00,0.00,799,3
1050,Owen Johnson,62,67,1957,6,Male,896 Madison Boulevard,,Meridian,ID,83646,43.65,-116.43,22290.00,45450.00,85218.00,686,3
1051,Ellen Sanders,25,64,1994,7,Female,5338 Fifth Boulevard,,Union City,NJ,7087,40.76,-74.03,16770.00,34201.00,42895.00,731,1
1052,Nyla Faraday,53,64,1966,3,Female,5773 River Street,,Burney,CA,96013,40.94,-121.74,16742.00,34137.00,80467.00,671,4
1053,Blaze Davis,67,67,1952,12,Male,388 Third Avenue,,Fresno,CA,93727,36.75,-119.67,17683.00,28357.00,10400.00,628,2
1054,Gabriella Price,30,62,1989,8,Female,9104 Second Avenue,689,Houston,TX,77081,29.76,-95.38,15862.00,32343.00,39656.00,683,3
1055,Jewel Smith,18,68,2002,1,Female,2108 Spruce Lane,,Sacramento,CA,95825,38.58,-121.4,20670.00,42142.00,116857.00,713,2
1056,Mekhi Phillips,30,65,1989,7,Male,7691 Ocean View Avenue,,New Bern,NC,28560,35.11,-77.07,16177.00,32985.00,32764.00,740,2
1057,Omari Cook,82,62,1937,8,Male,58 River Avenue,,New York,NY,10032,40.71,-73.99,16494.00,23572.00,216.00,590,2
1058,Kehlani Foster,25,70,1994,12,Female,142 Rose Drive,,Springfield,MA,1107,42.11,-72.53,14155.00,28862.00,20944.00,751,2
1059,Aliana Diaz,76,68,1943,10,Female,2760 Forest Drive,,Sioux Falls,SD,57106,43.54,-96.73,21089.00,31145.00,5132.00,689,4
1060,Amari Masvidal,64,70,1956,2,Female,9505 Martin Luther King Avenue,,Modesto,CA,95351,37.63,-121.01,13015.00,26535.00,93592.00,724,5
1061,Chanel Jackson,58,70,1962,2,Female,901 Oak Street,,New Kensington,PA,15068,40.56,-79.75,19517.00,39796.00,9452.00,729,5
1062,Kyree Phillips,71,67,1948,3,Male,3095 Hill Boulevard,6,Casper,WY,82604,42.83,-106.32,25502.00,51703.00,5371.00,722,7
1063,Sutton Harris,66,66,1953,12,Male,350 North Street,7659,Romulus,MI,48174,42.22,-83.36,18879.00,31175.00,5846.00,711,5
1064,Thiago Roman,89,73,1930,11,Male,89 Wessex Street,,Chicago Heights,IL,60411,41.5,-87.63,16503.00,38761.00,69.00,760,7
1065,Pedro Phillips,86,62,1933,11,Male,3899 Seventh Lane,,Jacksonville,FL,32218,30.33,-81.65,19382.00,33291.00,695.00,714,2
1066,Emerson Faraday,40,64,1980,2,Female,7476 First Lane,,Gainesville,FL,32606,29.67,-82.33,25812.00,52630.00,68559.00,725,4
1067,Tony Walker,73,64,1946,12,Male,6781 Spruce Boulevard,,Pacoima,CA,91331,34.25,-118.41,14317.00,26481.00,10392.00,705,1
1068,Robert Fu,24,59,1995,7,Male,276 12th Boulevard,,Chicago,IL,60614,41.83,-87.68,0.00,2370.00,4397.00,581,1
1069,Nickolas Neufelder,59,67,1960,3,Male,1362 Norfolk Drive,,Montgomery,AL,36111,32.35,-86.28,21102.00,43021.00,86014.00,725,4
1070,Forrest Wood,18,68,2002,1,Male,392 Rose Drive,,Dorchester,MA,2125,42.35,-71.06,21809.00,44466.00,3096.00,709,2
1071,Roger James,50,57,1969,3,Male,1559 Tenth Street,3829,Tampa,FL,33613,27.95,-82.48,21033.00,42886.00,60474.00,604,1
1072,Levi Murphy,35,67,1984,5,Male,315 Little Creek Lane,3,Granite City,IL,62040,38.71,-90.12,18560.00,37843.00,40003.00,697,3
1073,London Garcia,34,66,1985,10,Male,539 Maple Drive,88,Kernersville,NC,27284,36.11,-80.07,23738.00,48398.00,138998.00,642,3
1074,Clementine Carter,33,66,1986,10,Female,26191 George Drive,,Detroit,MI,48235,42.38,-83.1,13820.00,28181.00,37929.00,682,2
1075,Opal Ortiz,48,65,1971,10,Female,7139 Lake Boulevard,,Clinton,TN,37716,36.09,-84.13,18353.00,37422.00,127116.00,681,5
1076,Amy Ryan,24,54,1995,3,Female,5 Hill Avenue,26,San Diego,CA,92127,33.02,-117.12,44747.00,91237.00,231619.00,594,1
1077,Davion Xi,59,65,1960,4,Male,9099 Little Creek Drive,86,Minneapolis,MN,55425,44.96,-93.26,21535.00,43913.00,83944.00,676,4
1078,Jude James,37,68,1982,4,Male,7559 Forest Boulevard,,Hobart,IN,46342,41.53,-87.26,21851.00,44550.00,117302.00,761,3
1079,Bruce Gonzalez,75,73,1945,2,Male,2842 Littlewood Avenue,9,Orlando,FL,32825,28.5,-81.37,20121.00,42806.00,20432.00,726,6
1080,Rowan Rodriguez,63,65,1956,12,Female,4461 Hill Street,,Merritt Island,FL,32952,28.32,-80.68,26339.00,53702.00,85160.00,606,1
1081,Casey El-Mafouk,86,65,1933,8,Female,5220 Lincoln Street,,Nashville,TN,37211,36.17,-86.78,20030.00,38273.00,1658.00,765,6
1082,Ailani Smith,29,67,1991,2,Female,3260 Hillside Lane,10,Hendersonville,TN,37075,36.29,-86.6,25166.00,51303.00,106248.00,688,3
1083,Aranza Perez,44,64,1975,5,Female,518 Norfolk Avenue,,Jackson,GA,30233,33.29,-83.96,17545.00,35775.00,67263.00,773,1
1084,Erika El-Mafouk,71,64,1948,3,Female,149 Burns Boulevard,,Littleton,CO,80122,39.59,-105.01,31024.00,67186.00,29682.00,692,1
1085,Morgan Gao,47,67,1972,7,Male,30 First Lane,9,Johnstown,OH,43031,40.15,-82.68,22934.00,46763.00,65106.00,696,3
1086,Ayden Kelley,62,70,1958,2,Male,142 Catherine Street,,Mission,TX,78572,26.21,-98.31,14275.00,29110.00,23504.00,699,3
1087,Isaias Abe,90,62,1929,10,Male,3019 Elm Drive,,Vineland,NJ,8360,39.46,-74.99,17685.00,41831.00,1100.00,615,1
1088,Kylie Mitchell,42,65,1978,1,Female,606 Spruce Boulevard,,Reading,PA,19607,40.33,-75.92,24089.00,49117.00,42380.00,769,3
1089,Mallory Morgan,69,70,1950,4,Female,128 Main Street,,Middleton,WI,53562,43.1,-89.5,33808.00,68930.00,72619.00,768,4
1090,Raelynn Williams,68,58,1952,1,Female,44 Ocean Avenue,91,Little River,SC,29566,33.87,-78.63,13907.00,20334.00,9544.00,684,2
1091,Freya Garcia,43,61,1976,7,Female,57799 Oak Boulevard,3380,Buffalo,NY,14211,42.88,-78.85,12220.00,24917.00,36101.00,693,2
1092,Nicole Ajami,39,67,1980,12,Female,1533 Martin Luther King Lane,,South Beloit,IL,61080,42.48,-89.03,21749.00,44344.00,82822.00,744,3
1093,Courtney Jones,38,68,1982,1,Female,377 Mountain View Drive,4,Ava,IL,62907,37.88,-89.49,16825.00,34311.00,61776.00,705,2
1094,Dallas Abe,57,62,1962,3,Male,252 Eighth Lane,,Saint Albans,WV,25177,38.37,-81.81,17282.00,35239.00,43270.00,726,1
1095,Dallas Ajami,55,66,1964,4,Male,959 Tenth Street,,Mokelumne Hill,CA,95245,38.29,-120.58,18223.00,37147.00,0.00,703,3
1096,Averi Taylor,50,64,1970,2,Female,61674 Elm Drive,6,Lebanon,OR,97355,44.52,-122.81,17003.00,34671.00,55643.00,786,6
1097,Colby Myers,57,69,1962,10,Male,936 12th Street,,Pasadena,MD,21122,39.11,-76.55,30004.00,61173.00,71422.00,692,3
1098,Bria Ortiz,55,72,1964,9,Female,919 Ocean View Lane,,Manteca,CA,95337,37.73,-121.24,23368.00,47643.00,45706.00,764,8
1099,Layla Kelly,60,61,1959,6,Female,498 Elm Lane,,Kingman,AZ,86401,35.24,-113.76,17113.00,34895.00,56622.00,820,4
1100,Oakley Harris,64,68,1956,2,Female,25 Elm Street,2,Keller,TX,76248,32.93,-97.22,0.00,1785.00,2892.00,732,3
1101,Zachariah Fernandez,98,69,1921,11,Male,468 Spruce Street,7,Vacaville,CA,95687,38.35,-121.93,26137.00,33869.00,370.00,821,7
1102,Giovanna Reyes,77,68,1943,1,Female,6864 Norfolk Boulevard,,Warner Robins,GA,31088,32.61,-83.63,20835.00,31066.00,20902.00,712,4
1103,Armani Hill,37,68,1982,5,Female,345 George Street,,Garland,TX,75044,32.91,-96.62,27057.00,55172.00,96779.00,629,3
1104,Carolyn Reyes,54,60,1966,2,Female,72990 Second Drive,,Hickman,NE,68372,40.62,-96.63,23029.00,46956.00,94340.00,610,2
1105,Rory El-Mafouk,53,61,1966,7,Male,5886 Ninth Boulevard,,Scottsdale,AZ,85260,33.61,-111.89,36300.00,74012.00,93119.00,681,2
1106,Atlas Evans,32,68,1987,3,Male,69080 Spruce Street,,Houston,TX,77035,29.76,-95.38,20055.00,40887.00,50734.00,688,4
1107,Legend Thomas,32,65,1987,11,Male,6415 Sussex Lane,,Milton,PA,17847,41,-76.85,16935.00,34531.00,60156.00,703,4
1108,Maisie James,18,67,2001,7,Female,243 Forest Lane,,Howard Beach,NY,11414,40.66,-73.84,26481.00,53995.00,154800.00,673,1
1109,Destiny Fu,68,64,1951,6,Female,478 Hill Avenue,,Marietta,GA,30067,33.95,-84.54,30747.00,63502.00,24100.00,638,7
1110,Romeo Fisher,51,67,1969,2,Male,849 Littlewood Drive,4,Lubbock,TX,79414,33.57,-101.87,16272.00,33178.00,92366.00,671,2
1111,Zain Ramirez,84,65,1935,4,Male,402 El Camino Drive,,Bradenton,FL,34212,27.48,-82.57,29583.00,44690.00,2249.00,733,5
1112,Melody Nelson,56,61,1963,3,Female,6134 Littlewood Lane,7,Gulfport,MS,39503,30.38,-89.06,19327.00,39409.00,52076.00,599,1
1113,David Fu,19,63,2000,5,Male,29894 Martin Luther King Lane,,Clearwater,FL,33755,27.97,-82.76,16223.00,33080.00,55066.00,692,3
1114,Musa Williams,54,64,1965,8,Male,52 Sixth Boulevard,,Alpharetta,GA,30005,34.06,-84.27,43725.00,89152.00,162012.00,675,1
1115,Lydia Moore,70,70,1950,2,Female,888 Lincoln Street,,Duluth,MN,55807,46.78,-92.11,17474.00,27772.00,14408.00,788,4
1116,Mohamed Hall,66,65,1954,1,Male,5238 Plum Street,,San Martin,CA,95046,37.1,-121.6,26188.00,44137.00,22392.00,626,2
1117,Daniella Parker,66,69,1954,2,Female,7888 Fourth Street,,Vanceboro,NC,28586,35.3,-77.15,14844.00,30265.00,36789.00,814,4
1118,Gary Peterson,55,69,1965,1,Male,2100 Summit Street,,Houston,TX,77031,29.76,-95.38,18412.00,37534.00,99840.00,706,3
1119,Kase Chen,21,67,1998,11,Male,3900 Rose Street,,Winslow,AZ,86047,35.1,-110.64,15864.00,32345.00,61066.00,730,3
1120,Adrian Rogers,38,70,1981,3,Male,2750 Rose Boulevard,,Postville,IA,52162,43.08,-91.56,13332.00,27183.00,58323.00,637,1
1121,Harlow Green,52,71,1967,8,Female,869 Little Creek Lane,1,Holland,MI,49423,42.77,-86.1,18877.00,38487.00,49725.00,691,3
1122,Melody Masvidal,69,69,1950,4,Female,131 Tenth Avenue,,Urbandale,IA,50322,41.63,-93.74,26764.00,33642.00,20874.00,593,5
1123,Trinity Campbell,51,67,1968,12,Female,3722 Valley Boulevard,,El Paso,TX,79902,31.84,-106.43,16823.00,34302.00,84935.00,651,3
1124,Arianna Clark,31,67,1988,9,Female,775 Lexington Boulevard,,Georgetown,TX,78626,30.64,-97.68,20968.00,42754.00,60172.00,656,1
1125,Cassidy Hill,24,69,1995,4,Female,4020 Littlewood Street,,South Park,PA,15129,40.29,-79.99,25037.00,51045.00,127864.00,772,2
1126,Jonas Baker,84,69,1935,8,Male,463 12th Street,4,Gwynn Oak,MD,21207,39.32,-76.72,20641.00,24055.00,0.00,733,7
1127,Mayson Collins,28,68,1991,12,Male,243 Wessex Avenue,,San Marcos,CA,92069,33.15,-117.17,22081.00,45021.00,77559.00,689,1
1128,Edgar Cox,18,55,2001,5,Male,2819 Littlewood Lane,,York,PA,17406,39.96,-76.73,22991.00,46878.00,60121.00,578,1
1129,Emberly Young,82,66,1937,9,Female,9952 South Lane,,East Hartford,CT,6108,41.76,-72.61,20065.00,22726.00,1692.00,784,6
1130,Khari Sadr,49,65,1970,4,Male,2379 Forest Lane,,Oceanside,CA,92058,33.18,-117.29,16894.00,34449.00,36540.00,686,3
1131,Jakob Hall,36,66,1983,12,Male,7121 Fourth Avenue,4,Cassville,MO,65625,36.67,-93.86,13895.00,28334.00,0.00,700,3
1132,Vanessa Anderson,31,67,1988,8,Female,761 Main Avenue,,Snohomish,WA,98290,47.94,-122,28037.00,57166.00,111755.00,737,2
